,epoch,tag,variable,value,training_time,sem_variant
19063,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,,826.7978039259258,full
19064,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2479741845720201,826.7978039259258,full
19065,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2171728727886019,826.7978039259258,full
19066,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2546007873237176,826.7978039259258,full
19067,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2284805115307638,826.7978039259258,full
19068,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2488787489513735,826.7978039259258,full
19069,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.249895637122486,826.7978039259258,full
19070,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.227873660565937,826.7978039259258,full
19071,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2362435271666825,826.7978039259258,full
19072,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2432647770996768,826.7978039259258,full
19073,81.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2455023101449571,826.7978039259258,full
19074,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,,419.91400145679006,full
19075,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2129700660848563,419.91400145679006,full
19076,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2468533717387741,419.91400145679006,full
19077,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.23666402078626,419.91400145679006,full
19078,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2124402082550389,419.91400145679006,full
19079,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2260335657703849,419.91400145679006,full
19080,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2182944589395151,419.91400145679006,full
19081,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2017564487368014,419.91400145679006,full
19082,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.1986803329012064,419.91400145679006,full
19083,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.1860697399204983,419.91400145679006,full
19084,41.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.196291320500981,419.91400145679006,full
19085,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,,318.0342232839506,full
19086,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2001316396034628,318.0342232839506,full
19087,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2161180621884383,318.0342232839506,full
19088,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2114109804650372,318.0342232839506,full
19089,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2193711408933152,318.0342232839506,full
19090,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2409440373659945,318.0342232839506,full
19091,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.213572509329,318.0342232839506,full
19092,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2243073827354537,318.0342232839506,full
19093,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2548390841016349,318.0342232839506,full
19094,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.234378414863214,318.0342232839506,full
19095,31.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2325165645313616,318.0342232839506,full
19096,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,,9.992520481481481,full
19097,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.1786687372008937,9.992520481481481,full
19098,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2121628665032527,9.992520481481481,full
19099,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2453502122237684,9.992520481481481,full
19100,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2025668909317909,9.992520481481481,full
19101,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.1772673488519067,9.992520481481481,full
19102,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2033074670560631,9.992520481481481,full
19103,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.170942704077584,9.992520481481481,full
19104,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2629066384757066,9.992520481481481,full
