,epoch,tag,variable,value,training_time,sem_variant
20843,41,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.2162624802187632,419.91400145679006,full
20844,41,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1903980162495502,419.91400145679006,full
20845,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,,318.0342232839506,full
20846,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1717408037491931,318.0342232839506,full
20847,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1753817534913036,318.0342232839506,full
20848,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1795011680906673,318.0342232839506,full
20849,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1861957695961381,318.0342232839506,full
20850,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1969095937095896,318.0342232839506,full
20851,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1912935226331394,318.0342232839506,full
20852,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1767601515778981,318.0342232839506,full
20853,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1815952521840831,318.0342232839506,full
20854,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1939261977230847,318.0342232839506,full
20855,31,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.18081711577324,318.0342232839506,full
20856,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,,9.992520481481481,full
20857,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.0971105243741303,9.992520481481481,full
20858,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1366108534178991,9.992520481481481,full
20859,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.0851683942141122,9.992520481481481,full
20860,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1142483544220988,9.992520481481481,full
20861,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1440815679741857,9.992520481481481,full
20862,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1228701087159203,9.992520481481481,full
20863,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.0983768069397602,9.992520481481481,full
20864,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1145774412313109,9.992520481481481,full
20865,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1165968627063374,9.992520481481481,full
20866,1,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1210728556702635,9.992520481481481,full
20867,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,,725.8009111234568,full
20868,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.20544868331765,725.8009111234568,full
20869,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1908401470725263,725.8009111234568,full
